flip_y,arch,seed,sample_idx,p_truth,ambiguity,discordance,entropy,y_noisy,y_clean
0.0,LR,0,89,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,90,1.3544898197585e-40,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,91,1.5081667730488748e-55,0.0,1.5081667730488748e-55,-1.4426951595367387e-09,0,0
0.0,LR,0,92,1.0097672905157501e-29,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,93,2.4545338637593003e-56,0.0,2.4545338637593003e-56,-1.4426951595367387e-09,0,0
0.0,LR,0,94,8.621308372602501e-34,0.0,8.621308372602501e-34,-1.4426951595367387e-09,0,0
0.0,LR,0,95,1.0885892823277499e-30,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,96,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,97,0.999999666045,6.679099999740146e-07,0.999999666045,7.66356732958615e-06,0,0
0.0,LR,0,98,1.6715453414499999e-09,3.3430906931641857e-09,1.6715453414499999e-09,4.8573908854708613e-08,0,0
0.0,LR,0,99,7.971775632650001e-18,0.0,1.0,-1.4426949212017498e-09,1,1
0.0,LR,0,100,1.986892212905e-23,0.0,1.986892212905e-23,-1.4426951595361446e-09,0,0
0.0,LR,0,101,2.1244700653675e-25,0.0,2.1244700653675e-25,-1.4426951595367323e-09,0,0
0.0,LR,0,102,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,103,5.8470235915175e-32,0.0,5.8470235915175e-32,-1.4426951595367387e-09,0,0
0.0,LR,0,104,8.474050278979027e-79,0.0,8.474050278979027e-79,-1.4426951595367387e-09,0,0
0.0,LR,0,105,1.6198465332867499e-44,0.0,1.6198465332867499e-44,-1.4426951595367387e-09,0,0
0.0,LR,0,106,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,107,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,108,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,109,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,110,0.9999998485674999,3.028650001901667e-07,1.5143250009508336e-07,3.6462665570031423e-06,1,1
0.0,LR,0,111,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,112,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,113,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,114,2.6291952180025e-53,0.0,2.6291952180025e-53,-1.4426951595367387e-09,0,0
0.0,LR,0,115,1.3892665450025003e-07,2.7785330902752037e-07,1.3892665450025003e-07,3.3621828899256662e-06,0,0
0.0,LR,0,116,2.367685365112175e-81,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,117,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,118,0.9999997273874999,5.452250002591086e-07,0.9999997273874999,6.335177896822934e-06,0,0
0.0,LR,0,119,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,120,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,121,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,122,0.9999285338224999,0.00014293235500018042,0.9999285338224999,0.0010873566730906666,0,0
0.0,LR,0,123,0.989714818445,0.020570363110000045,0.010285181555000023,0.0826778323495782,1,1
0.0,LR,0,124,1.0635835363524999e-20,0.0,1.0635835363524999e-20,-1.4426951592187554e-09,0,0
0.0,LR,0,125,0.9999999994625,1.0750000889458988e-09,5.375000444729494e-10,1.506901673188723e-08,1,1
0.0,LR,0,126,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,127,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,128,4.6904818874675005e-22,0.0,1.0,-1.4426951595227153e-09,1,1
0.0,LR,0,129,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,130,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,131,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,132,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,133,1.69631833274475e-28,0.0,1.69631833274475e-28,-1.4426951595367387e-09,0,0
0.0,LR,0,134,6.715535443315e-17,1.1102230246251565e-16,6.715535443315e-17,-1.4426928314267673e-09,0,0
0.0,LR,0,135,0.8482345439175,0.30353091216500006,0.8482345439175,0.6142407790136944,0,0
0.0,LR,0,136,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,137,0.037021344362999996,0.07404268872599995,0.037021344362999996,0.22846437361840802,0,0
0.0,LR,0,138,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,139,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,140,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,141,1.45242260386925e-33,0.0,1.45242260386925e-33,-1.4426951595367387e-09,0,0
0.0,LR,0,142,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,143,1.6930002525625e-09,3.3860004799990406e-09,0.9999999983069997,4.91963537807206e-08,1,1
0.0,LR,0,144,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,145,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,146,0.999999823825,3.523500000657265e-07,0.999999823825,4.204033642731083e-06,0,0
0.0,LR,0,147,0.9362469874625,0.12750602507499997,0.06375301253749999,0.3421662372244866,1,1
0.0,LR,0,148,0.0006539895692175,0.0013079791384349448,0.0006539895692175,0.007861388561165073,0,0
0.0,LR,0,149,3.0897667842137505e-34,0.0,3.0897667842137505e-34,-1.4426951595367387e-09,0,0
0.0,LR,0,150,2.5298139430139996e-32,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,151,0.9993037355025,0.0013925289950000863,0.9993037355025,0.008306620277715834,0,0
0.0,LR,0,152,4.2533966261e-07,8.506793252038847e-07,4.2533966261e-07,9.61301505438856e-06,0,0
0.0,LR,0,153,1.0642714350145e-41,0.0,1.0642714350145e-41,-1.4426951595367387e-09,0,0
0.0,LR,0,154,1.1053662585775002e-09,2.2107324859632627e-09,0.9999999988946338,3.20122943626654e-08,1,1
0.0,LR,0,155,2.16278407292935e-65,0.0,2.16278407292935e-65,-1.4426951595367387e-09,0,0
0.0,LR,0,156,0.9341942594725,0.13161148105499998,0.06580574052749999,0.3500728534683152,1,1
0.0,LR,0,157,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,158,1.1775857507962501e-29,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,159,1.4785152286525e-18,0.0,1.4785152286525e-18,-1.4426951153330472e-09,0,0
0.0,LR,0,160,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,161,7.753528604575e-09,1.5507057193886453e-08,7.753528604575e-09,2.1728576733463032e-07,0,0
0.0,LR,0,162,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,163,0.9999972842275,5.431544999989768e-06,0.9999972842275,5.413033388185622e-05,0,0
0.0,LR,0,164,1.19651406111945e-48,0.0,1.19651406111945e-48,-1.4426951595367387e-09,0,0
0.0,LR,0,165,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,166,2.4546388402349996e-07,4.909277679931989e-07,2.4546388402349996e-07,5.7411395280203536e-06,0,0
0.0,LR,0,167,1.229711009195e-09,2.459421999390088e-09,1.229711009195e-09,3.567390744669544e-08,0,0
0.0,LR,0,168,0.9999999991474999,1.7050001410723326e-09,8.525000705361663e-10,2.451642157634932e-08,1,1
0.0,LR,0,169,6.081756862812499e-40,0.0,6.081756862812499e-40,-1.4426951595367387e-09,0,0
0.0,LR,0,170,1.1836038537402501e-28,0.0,1.1836038537402501e-28,-1.4426951595367387e-09,0,0
0.0,LR,0,171,1.9704194821669997e-41,0.0,1.9704194821669997e-41,-1.4426951595367387e-09,0,0
0.0,LR,0,172,9.17950049643e-23,0.0,9.17950049643e-23,-1.4426951595339943e-09,0,0
0.0,LR,0,173,8.097983457935e-39,0.0,8.097983457935e-39,-1.4426951595367387e-09,0,0
0.0,LR,0,174,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,175,1.13743306924125e-38,0.0,1.13743306924125e-38,-1.4426951595367387e-09,0,0
0.0,LR,0,176,1.1140379937399999e-13,2.2282176104226892e-13,0.9999999999998886,-1.4392036867310997e-09,1,1
0.0,LR,0,177,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,178,1.5664047158774999e-21,0.0,1.0,-1.4426951594899072e-09,1,1
0.0,LR,0,179,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,180,3.9882434531275e-27,0.0,3.9882434531275e-27,-1.4426951595367385e-09,0,0
0.0,LR,0,181,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,182,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,183,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,184,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,185,1.85130742847975e-49,0.0,1.85130742847975e-49,-1.4426951595367387e-09,0,0
0.0,LR,0,186,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,187,1.7355752582960001e-31,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,188,5.710174251525e-11,1.1420353551727658e-10,0.9999999999428982,3.423017197701918e-10,1,1
0.0,LR,0,189,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,190,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,191,7.113097375499999e-16,1.4432899320127035e-15,7.113097375499999e-16,-1.4426729322313054e-09,0,0
0.0,LR,0,192,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,193,0.9999970464850001,5.907029999807634e-06,2.953514999903817e-06,5.8511647624798044e-05,1,1
0.0,LR,0,194,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,195,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,196,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,197,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,198,1.83928939494425e-40,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,199,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,200,4.96666542740375e-43,0.0,4.96666542740375e-43,-1.4426951595367387e-09,0,0
0.0,LR,0,201,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,202,1.2940682731101077e-85,0.0,1.2940682731101077e-85,-1.4426951595367387e-09,0,0
0.0,LR,0,203,8.0092701918975e-33,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,204,1.62147309108e-27,0.0,1.62147309108e-27,-1.4426951595367387e-09,0,0
0.0,LR,0,205,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,206,3.09073313773e-22,0.0,3.09073313773e-22,-1.4426951595274982e-09,0,0
0.0,LR,0,207,7.006982364285e-24,0.0,7.006982364285e-24,-1.4426951595365292e-09,0,0
0.0,LR,0,208,1.3224060739675001e-09,2.6448121470679098e-09,0.9999999986775939,3.839403109076329e-08,1,1
0.0,LR,0,209,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,210,0.9999999023,1.9539999995821233e-07,9.769999997910617e-08,2.4132196088140232e-06,1,1
0.0,LR,0,211,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,212,1.8059674401850002e-12,3.6118885660130218e-12,0.999999999998194,-1.3861005477491615e-09,1,1
0.0,LR,0,213,1.1670038153825e-18,0.0,1.0,-1.4426951246464139e-09,1,1
0.0,LR,0,214,6.117022759242301e-63,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,215,5.312480263295e-13,1.0624834345662748e-12,5.312480263295e-13,-1.426046076933942e-09,0,0
0.0,LR,0,216,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,217,0.336192537035,0.67238507407,0.6638074629649999,0.9211285358440922,1,1
0.0,LR,0,218,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,219,2.39881380389925e-42,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,220,2.457624670415e-10,4.915249318671044e-10,2.457624670415e-10,6.181598574649775e-09,0,0
0.0,LR,0,221,7.31340098999e-23,0.0,1.0,-1.4426951595345522e-09,1,1
0.0,LR,0,222,8.869765511562499e-35,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,223,2.398931299788e-50,0.0,2.398931299788e-50,-1.4426951595367387e-09,0,0
0.0,LR,0,224,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,225,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,226,1.61020355949e-07,3.220407118753599e-07,0.9999998389796441,3.863048505693649e-06,1,1
0.0,LR,0,227,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,228,2.2749809161972497e-38,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,229,0.00140968859696,0.002819377193920003,0.00140968859696,0.015382639568501836,0,0
0.0,LR,0,230,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,231,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,232,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,233,1.26751570220125e-28,0.0,1.26751570220125e-28,-1.4426951595367387e-09,0,0
0.0,LR,0,234,1.8312556685785002e-35,0.0,1.8312556685785002e-35,-1.4426951595367387e-09,0,0
0.0,LR,0,235,1.60266881690775e-30,0.0,1.60266881690775e-30,-1.4426951595367387e-09,0,0
0.0,LR,0,236,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,237,3.7231376719425e-25,0.0,3.7231376719425e-25,-1.4426951595367275e-09,0,0
0.0,LR,0,238,2.9317938622875e-06,5.863587724586061e-06,2.9317938622875e-06,5.811253368099236e-05,0,0
0.0,LR,0,239,4.72110074895e-07,9.442201497344982e-07,4.72110074895e-07,1.0599324235529875e-05,0,0
0.0,LR,0,240,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,241,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,242,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,243,8.8104114527825e-23,0.0,8.8104114527825e-23,-1.4426951595341045e-09,0,0
0.0,LR,0,244,2.52790430054e-20,0.0,1.0,-1.4426951587809622e-09,1,1
0.0,LR,0,245,0.999999870705,2.5859000007955046e-07,0.999999870705,3.142288932574454e-06,0,0
0.0,LR,0,246,1.1100182737651e-59,0.0,1.1100182737651e-59,-1.4426951595367387e-09,0,0
0.0,LR,0,247,1.096113912562e-29,0.0,1.0,-1.4426951595367387e-09,1,1
0.0,LR,0,248,0.7118948206825,0.576210358635,0.7118948206825,0.8662609836390505,0,0
0.0,LR,0,249,0.99939764382,0.001204712360000082,0.000602356180000041,0.007312213224773228,1,1
0.0,LR,0,250,1.9207420222774998e-18,0.0,1.0,-1.4426951021116367e-09,1,1
0.0,LR,0,251,3.04955011603825e-36,0.0,3.04955011603825e-36,-1.4426951595367387e-09,0,0
0.0,LR,0,252,1.8944866549125002e-19,0.0,1.8944866549125002e-19,-1.4426951538727251e-09,0,0
0.0,LR,0,253,1.4516168246075e-07,2.903233649043102e-07,1.4516168246075e-07,3.504012550227319e-06,0,0
0.0,LR,0,254,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,255,8.02580133845e-13,1.6051604490030513e-12,8.02580133845e-13,-1.4175430283179155e-09,0,0
0.0,LR,0,256,2.6948268651725e-27,0.0,2.6948268651725e-27,-1.4426951595367387e-09,0,0
0.0,LR,0,257,1.65833346220425e-36,0.0,1.65833346220425e-36,-1.4426951595367387e-09,0,0
0.0,LR,0,258,4.9137142204675e-13,9.827694213981886e-13,0.9999999999995086,-1.4272958847113613e-09,1,1
0.0,LR,0,259,5.6741642300475e-31,0.0,5.6741642300475e-31,-1.4426951595367387e-09,0,0
0.0,LR,0,260,8.25056826845e-06,1.650113653695051e-05,8.25056826845e-06,0.0001512280853135703,0,0
0.0,LR,0,261,8.607117620712499e-27,0.0,8.607117620712499e-27,-1.4426951595367385e-09,0,0
0.0,LR,0,262,6.411748188985e-23,0.0,6.411748188985e-23,-1.4426951595348217e-09,0,0
0.0,LR,0,263,1.0,0.0,1.0,-1.4426951595367387e-09,0,0
0.0,LR,0,264,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,265,0.9999871989925,2.560201500001469e-05,0.9999871989925,0.0002265246256277125,0,0
0.0,LR,0,266,1.1328817845399999e-13,2.2659651932599445e-13,1.1328817845399999e-13,-1.4391447866544239e-09,0,0
0.0,LR,0,267,0.000176804346084,0.00035360869216805035,0.999823195653916,0.002459014261525936,1,1
0.0,LR,0,268,1.1563921492125e-22,0.0,1.1563921492125e-22,-1.4426951595332813e-09,0,0
0.0,LR,0,269,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,270,1.5236780935500002e-18,0.0,1.0,-1.442695113982797e-09,1,1
0.0,LR,0,271,1.210750604949575e-60,0.0,1.210750604949575e-60,-1.4426951595367387e-09,0,0
0.0,LR,0,272,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,273,3.3592599962600004e-13,6.719069745031447e-13,3.3592599962600004e-13,-1.4321673457384908e-09,0,0
0.0,LR,0,274,1.85247047759444e-69,0.0,1.85247047759444e-69,-1.4426951595367387e-09,0,0
0.0,LR,0,275,7.951960086612499e-27,0.0,7.951960086612499e-27,-1.4426951595367385e-09,0,0
0.0,LR,0,276,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,277,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,278,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,279,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,280,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,281,0.9062613796975,0.18747724060500004,0.9062613796975,0.4488272387777429,0,0
0.0,LR,0,282,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,283,1.0,0.0,0.0,-1.4426951595367387e-09,1,1
0.0,LR,0,284,1.464340258791162e-106,0.0,1.464340258791162e-106,-1.4426951595367387e-09,0,0
